date,price,observations,year,month,quarter,day_of_year,month_sin,month_cos,price_lag_1m,price_lag_3m,price_lag_6m,price_lag_12m,price_rolling_mean_3m,price_rolling_std_3m,price_rolling_mean_6m,price_rolling_std_6m,price_rolling_mean_12m,price_rolling_std_12m,inflation_mom,inflation_yoy,season,season_harvest_long,season_harvest_short,season_lean,season_normal
2006-01-01,23.5,4,2006,1,1,1,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,lean,False,False,True,False
2006-02-01,24.25,4,2006,2,1,32,0.8660254037844386,0.5000000000000001,23.5,,,,,,,,,,3.1914893617021276,,lean,False,False,True,False
2006-03-01,23.5,4,2006,3,1,60,1.0,6.123233995736766e-17,24.25,,,,23.75,0.4330127018922193,,,,,-3.0927835051546393,,lean,False,False,True,False
2006-04-01,25.25,4,2006,4,2,91,0.8660254037844387,-0.4999999999999998,23.5,23.5,,,24.333333333333332,0.8779711460710621,,,,,7.446808510638298,,harvest_long,True,False,False,False
2006-05-01,23.75,4,2006,5,2,121,0.49999999999999994,-0.8660254037844387,25.25,24.25,,,24.166666666666668,0.9464847243000463,,,,,-5.9405940594059405,,harvest_long,True,False,False,False
2006-06-01,22.75,4,2006,6,2,152,1.2246467991473532e-16,-1.0,23.75,23.5,,,23.916666666666668,1.2583057392117922,23.833333333333332,0.8465616732800201,,,-4.2105263157894735,,normal,False,False,False,True
2006-07-01,23.0,4,2006,7,3,182,-0.4999999999999997,-0.8660254037844388,22.75,25.25,23.5,,23.166666666666668,0.5204164998665362,23.75,0.9082951062292479,,,1.098901098901099,,normal,False,False,False,True
2006-08-01,23.25,4,2006,8,3,213,-0.8660254037844385,-0.5000000000000004,23.0,23.75,24.25,,23.0,0.2500000000000071,23.583333333333332,0.8897565210026095,,,1.0869565217391304,,normal,False,False,False,True
2006-09-01,22.5,4,2006,9,3,244,-1.0,-1.8369701987210297e-16,23.25,22.75,23.5,,22.916666666666668,0.3818813079129918,23.416666666666668,0.9958246164193102,,,-3.225806451612903,,normal,False,False,False,True
2006-10-01,23.25,4,2006,10,4,274,-0.8660254037844386,0.5000000000000001,22.5,23.0,25.25,,23.0,0.43301270189222396,23.083333333333332,0.43779751788545385,,,3.3333333333333335,,harvest_short,False,True,False,False
2006-11-01,24.5,4,2006,11,4,305,-0.5000000000000004,0.8660254037844384,23.25,23.25,23.75,,23.416666666666668,1.0103629710818467,23.208333333333332,0.6967184988692812,,,5.376344086021505,,harvest_short,False,True,False,False
2006-12-01,24.0,4,2006,12,4,335,-2.4492935982947064e-16,1.0,24.5,22.5,22.75,,23.916666666666668,0.6291528696058976,23.416666666666668,0.71879528842826,23.625,0.779714399927657,-2.0408163265306123,,normal,False,False,False,True
2007-01-01,21.0,4,2007,1,1,1,0.49999999999999994,0.8660254037844387,24.0,23.25,23.0,23.5,23.166666666666668,1.892969448600092,23.083333333333332,1.2315302134607427,23.416666666666668,1.0888553901258247,-12.5,-10.638297872340425,lean,False,False,True,False
2007-02-01,21.5,4,2007,2,1,32,0.8660254037844386,0.5000000000000001,21.0,24.5,23.25,24.25,22.166666666666668,1.6072751268321608,22.791666666666668,1.382178232597612,23.1875,1.1828557508304762,2.380952380952381,-11.34020618556701,lean,False,False,True,False
2007-03-01,18.5,4,2007,3,1,60,1.0,6.123233995736766e-17,21.5,24.0,22.5,23.5,20.333333333333332,1.6072751268321608,22.125,2.2458294681475675,22.770833333333332,1.788404359062893,-13.953488372093023,-21.27659574468085,lean,False,False,True,False
2007-04-01,19.25,4,2007,4,2,91,0.8660254037844387,-0.4999999999999998,18.5,21.0,23.25,25.25,19.75,1.561249499599601,21.458333333333332,2.431134851600512,22.270833333333332,1.8691828955374337,4.054054054054054,-23.762376237623762,harvest_long,True,False,False,False
2007-05-01,21.25,4,2007,5,2,121,0.49999999999999994,-0.8660254037844387,19.25,21.5,24.5,23.75,19.666666666666668,1.4215601757693328,20.916666666666668,1.9278658321228264,22.0625,1.828203912438258,10.38961038961039,-10.526315789473683,harvest_long,True,False,False,False
2007-06-01,20.75,4,2007,6,2,152,1.2246467991473532e-16,-1.0,21.25,18.5,24.0,22.75,20.416666666666668,1.0408329997330672,20.375,1.2119199643540675,21.895833333333332,1.8508546346993027,-2.3529411764705883,-8.791208791208792,normal,False,False,False,True
2007-07-01,19.75,4,2007,7,3,182,-0.4999999999999997,-0.8660254037844388,20.75,19.25,21.0,23.0,20.583333333333332,0.7637626158259734,20.166666666666668,1.190238071423792,21.625,1.9113893090914527,-4.819277108433735,-14.130434782608695,normal,False,False,False,True
2007-08-01,20.5,4,2007,8,3,213,-0.8660254037844385,-0.5000000000000004,19.75,21.25,21.5,23.25,20.333333333333332,0.5204164998665329,20.0,1.0246950765959395,21.395833333333332,1.863093509258844,3.79746835443038,-11.827956989247312,normal,False,False,False,True
2007-09-01,21.0,4,2007,9,3,244,-1.0,-1.8369701987210297e-16,20.5,20.75,18.5,22.5,20.416666666666668,0.6291528696058949,20.416666666666668,0.7691987172809333,21.270833333333332,1.8323430521073476,2.4390243902439024,-6.666666666666667,normal,False,False,False,True
2007-10-01,20.5,4,2007,10,4,274,-0.8660254037844386,0.5000000000000001,21.0,19.75,19.25,23.25,20.666666666666668,0.28867513459481003,20.625,0.5184110338331653,21.041666666666668,1.7315039880422076,-2.380952380952381,-11.827956989247312,harvest_short,False,True,False,False
2007-11-01,20.0,4,2007,11,4,305,-0.5000000000000004,0.8660254037844384,20.5,20.5,21.25,24.5,20.5,0.4999999999999982,20.416666666666668,0.46547466812559424,20.666666666666668,1.3623731522826676,-2.4390243902439024,-18.367346938775512,harvest_short,False,True,False,False
2007-12-01,24.5,4,2007,12,4,335,-2.4492935982947064e-16,1.0,20.0,21.0,20.75,24.0,21.666666666666668,2.4664414311581226,21.041666666666668,1.7494046606393423,20.708333333333332,1.4764566510481267,22.5,2.083333333333333,normal,False,False,False,True
2008-01-01,26.5,4,2008,1,1,1,0.49999999999999994,0.8660254037844387,24.5,20.5,19.75,21.0,23.666666666666668,3.3291640592396954,22.166666666666668,2.6770630673681723,21.166666666666668,2.2343733444579614,8.16326530612245,26.190476190476193,lean,False,False,True,False
2008-02-01,26.25,4,2008,2,1,32,0.8660254037844386,0.5000000000000001,26.5,20.0,20.5,21.5,25.75,1.0897247358851634,23.125,2.973844313342588,21.5625,2.6759131831276557,-0.9433962264150944,22.093023255813954,lean,False,False,True,False
2008-03-01,26.75,4,2008,3,1,61,1.0,6.123233995736766e-17,26.25,24.5,21.0,18.5,26.5,0.24999999999997868,24.083333333333332,3.0767948691238325,22.25,2.870302486435253,1.9047619047619049,44.5945945945946,lean,False,False,True,False
2008-04-01,27.5,4,2008,4,2,92,0.8660254037844387,-0.4999999999999998,26.75,26.5,20.5,19.25,26.833333333333332,0.6291528696058878,25.25,2.7568097504180638,22.9375,3.0676556787938902,2.803738317757009,42.857142857142854,harvest_long,True,False,False,False
2008-05-01,34.0,4,2008,5,2,122,0.49999999999999994,-0.8660254037844387,27.5,26.25,20.0,21.25,29.416666666666668,3.986957904635227,27.583333333333332,3.29646275068699,24.0,4.3641098227994455,23.636363636363637,60.0,harvest_long,True,False,False,False
2008-06-01,32.5,4,2008,6,2,153,1.2246467991473532e-16,-1.0,34.0,26.75,24.5,20.75,31.333333333333332,3.4034296427770205,28.916666666666668,3.4156502553198966,24.979166666666668,4.858753035564386,-4.411764705882353,56.62650602409639,normal,False,False,False,True
2008-07-01,33.75,4,2008,7,3,183,-0.4999999999999997,-0.8660254037844388,32.5,27.5,26.5,19.75,33.416666666666664,0.8036375634160722,30.125,3.6631612031140874,26.145833333333332,5.160446524607481,3.8461538461538463,70.88607594936708,normal,False,False,False,True
2008-08-01,34.25,4,2008,8,3,214,-0.8660254037844385,-0.5000000000000004,33.75,34.0,26.25,20.5,33.5,0.9013878188659902,31.458333333333332,3.4183938723714915,27.291666666666668,5.317032380316435,1.4814814814814816,67.07317073170732,normal,False,False,False,True
2008-09-01,35.0,4,2008,9,3,245,-1.0,-1.8369701987210297e-16,34.25,32.5,26.75,21.0,34.333333333333336,0.6291528696058847,32.833333333333336,2.737090913116881,28.458333333333332,5.3468696591103955,2.18978102189781,66.66666666666666,normal,False,False,False,True
2008-10-01,36.25,4,2008,10,4,275,-0.8660254037844386,0.5000000000000001,35.0,33.75,27.5,20.5,35.166666666666664,1.0103629710818385,34.291666666666664,1.2591332998007174,29.770833333333332,5.145008981939936,3.571428571428571,76.82926829268293,harvest_short,False,True,False,False
2008-11-01,38.75,4,2008,11,4,306,-0.5000000000000004,0.8660254037844384,36.25,34.25,34.0,20.0,36.666666666666664,1.9094065395649313,35.083333333333336,2.1889875894273736,31.333333333333332,4.739022402704335,6.896551724137931,93.75,harvest_short,False,True,False,False
2008-12-01,37.75,4,2008,12,4,336,-2.4492935982947064e-16,1.0,38.75,35.0,32.5,24.5,37.583333333333336,1.2583057392117896,35.958333333333336,1.9900795628987018,32.4375,4.541631915352203,-2.5806451612903225,54.08163265306123,normal,False,False,False,True
2009-01-01,40.0,4,2009,1,1,1,0.49999999999999994,0.8660254037844387,37.75,36.25,33.75,26.5,38.833333333333336,1.1273124382057194,37.0,2.2248595461288008,33.5625,4.608693612964753,5.960264900662252,50.943396226415096,lean,False,False,True,False
2009-02-01,38.75,4,2009,2,1,32,0.8660254037844386,0.5000000000000001,40.0,38.75,34.25,26.25,38.833333333333336,1.1273124382057194,37.75,1.8371173070875142,34.604166666666664,4.200187135080686,-3.125,47.61904761904761,lean,False,False,True,False
2009-03-01,38.5,4,2009,3,1,60,1.0,6.123233995736766e-17,38.75,37.75,35.0,26.75,39.083333333333336,0.8036375634160731,38.333333333333336,1.251665557034772,35.583333333333336,3.5167348837273207,-0.6451612903225806,43.925233644859816,lean,False,False,True,False
2009-04-01,39.75,4,2009,4,2,91,0.8660254037844387,-0.4999999999999998,38.5,40.0,36.25,27.5,39.0,0.6614378277661409,38.916666666666664,0.8316649966586198,36.604166666666664,2.6208480873507543,3.2467532467532463,44.54545454545455,harvest_long,True,False,False,False
2009-05-01,42.0,4,2009,5,2,121,0.49999999999999994,-0.8660254037844387,39.75,38.75,38.75,34.0,40.083333333333336,1.7736497211493933,39.458333333333336,1.4951309864581084,37.270833333333336,2.9007411539854218,5.660377358490567,23.52941176470588,harvest_long,True,False,False,False
2009-06-01,42.925,4,2009,6,2,152,1.2246467991473532e-16,-1.0,42.0,38.5,37.75,32.5,41.55833333333333,1.6329293718141384,40.32083333333333,1.7783712117179644,38.139583333333334,2.903122502608525,2.2023809523809454,32.076923076923066,normal,False,False,False,True
2009-07-01,44.125,4,2009,7,3,182,-0.4999999999999997,-0.8660254037844388,42.925,39.75,40.0,33.75,43.01666666666667,1.0654615588247849,41.00833333333333,2.3386249521176423,39.00416666666667,3.019573143624356,2.795573675014567,30.74074074074074,normal,False,False,False,True
2009-08-01,41.125,4,2009,8,3,213,-0.8660254037844385,-0.5000000000000004,44.125,42.0,38.75,34.25,42.725,1.5099668870541514,41.40416666666667,2.0649102078945853,39.577083333333334,2.667192478936887,-6.79886685552408,20.072992700729927,normal,False,False,False,True
2009-09-01,41.0,4,2009,9,3,244,-1.0,-1.8369701987210297e-16,41.125,42.925,38.5,35.0,42.083333333333336,1.7692394787968442,41.82083333333333,1.5496303322622715,40.077083333333334,2.2629038648417437,-0.303951367781155,17.142857142857142,normal,False,False,False,True
2009-10-01,41.25,4,2009,10,4,274,-0.8660254037844386,0.5000000000000001,41.0,44.125,39.75,36.25,41.125,0.12499999999992983,42.07083333333333,1.2384886623087399,40.49375,1.9300001471975041,0.6097560975609756,13.793103448275861,harvest_short,False,True,False,False
2009-11-01,39.675,4,2009,11,4,305,-0.5000000000000004,0.8660254037844384,41.25,41.125,42.0,38.75,40.641666666666666,0.8464386175815152,41.68333333333333,1.5813496345423652,40.57083333333333,1.871613102663363,-3.8181818181818246,2.387096774193541,harvest_short,False,True,False,False
2009-12-01,38.7,4,2009,12,4,335,-2.4492935982947064e-16,1.0,39.675,41.0,42.925,37.75,39.875,1.2867109232457592,40.979166666666664,1.837757918406892,40.65,1.7580981459832294,-2.457466918714542,2.516556291390736,normal,False,False,False,True
2010-01-01,39.525,4,2010,1,1,1,0.49999999999999994,0.8660254037844387,38.7,41.25,44.125,40.0,39.300000000000004,0.5249999999999428,40.2125,1.0562610946165365,40.610416666666666,1.779282871799581,2.131782945736423,-1.1875000000000036,lean,False,False,True,False
2010-02-01,36.8,4,2010,2,1,32,0.8660254037844386,0.5000000000000001,39.525,39.675,41.125,38.75,38.34166666666667,1.3973934067875255,39.49166666666667,1.62931478440084,40.447916666666664,2.03527020579741,-6.894370651486405,-5.032258064516136,lean,False,False,True,False
2010-03-01,33.125,4,2010,3,1,60,1.0,6.123233995736766e-17,36.8,38.7,41.0,38.5,36.48333333333333,3.211729803911464,38.17916666666667,2.87042752332594,40.0,2.907494235122966,-9.986413043478255,-13.96103896103896,lean,False,False,True,False
2010-04-01,30.9825,4,2010,4,2,91,0.8660254037844387,-0.4999999999999998,33.125,39.525,41.25,39.75,33.63583333333333,2.942199786440928,36.46791666666666,3.632864027412395,39.269375000000004,3.9061234161308795,-6.467924528301881,-22.0566037735849,harvest_long,True,False,False,False
2010-05-01,31.875,4,2010,5,2,121,0.49999999999999994,-0.8660254037844387,30.9825,36.8,39.675,42.0,31.994166666666672,1.0762095908014286,35.16791666666666,3.6512465051906506,38.425625000000004,4.3328900869607,2.8806584362139858,-24.107142857142858,harvest_long,True,False,False,False
2010-06-01,30.5,4,2010,6,2,152,1.2246467991473532e-16,-1.0,31.875,33.125,38.7,42.925,31.11916666666667,0.6976134913639103,33.80125,3.5990324220545986,37.390208333333334,4.6340577715350815,-4.313725490196078,-28.94583576004659,normal,False,False,False,True
2010-07-01,33.0275,4,2010,7,3,182,-0.4999999999999997,-0.8660254037844388,30.5,30.9825,39.525,44.125,31.800833333333333,1.265381200797996,32.718333333333334,2.2612516814071792,36.46541666666666,4.260093206584601,8.28688524590165,-25.15014164305948,normal,False,False,False,True
2010-08-01,33.25,4,2010,8,3,213,-0.8660254037844385,-0.5000000000000004,33.0275,31.875,36.8,41.125,32.259166666666665,1.5275395521337567,32.126666666666665,1.1906759284821262,35.80916666666666,4.079790036561269,0.6736810233895891,-19.148936170212767,normal,False,False,False,True
2010-09-01,34.0725,4,2010,9,3,244,-1.0,-1.8369701987210297e-16,33.25,30.5,33.125,41.0,33.449999999999996,0.550460034879667,32.28458333333333,1.3948847772008917,35.231874999999995,3.755766796934398,2.4736842105263097,-16.89634146341464,normal,False,False,False,True
2010-10-01,33.25,4,2010,10,4,274,-0.8660254037844386,0.5000000000000001,34.0725,33.0275,30.9825,41.25,33.524166666666666,0.4748705964081826,32.6625,1.273436296011754,34.56520833333333,3.268865430489882,-2.4139702105803744,-19.393939393939394,harvest_short,False,True,False,False
2010-11-01,35.425,4,2010,11,4,305,-0.5000000000000004,0.8660254037844384,33.25,33.25,31.875,39.675,34.24916666666667,1.0982097173732828,33.25416666666667,1.6136315151442802,34.21104166666667,2.8709256620813504,6.541353383458638,-10.712035286704474,harvest_short,False,True,False,False
2010-12-01,34.8225,4,2010,12,4,335,-2.4492935982947064e-16,1.0,35.425,34.0725,30.5,38.7,34.49916666666667,1.1229713190162602,33.974583333333335,0.9776776266576096,33.88791666666666,2.516031740598122,-1.700776287932249,-10.019379844961252,normal,False,False,False,True
2011-01-01,37.25,4,2011,1,1,1,0.49999999999999994,0.8660254037844387,34.8225,33.25,33.0275,39.525,35.8325,1.2640139437521491,34.678333333333335,1.5257175907312903,33.69833333333333,2.104760117332943,6.971067556895691,-5.755850727387726,lean,False,False,True,False
2011-02-01,36.65,4,2011,2,1,32,0.8660254037844386,0.5000000000000001,37.25,35.425,33.25,36.8,36.240833333333335,1.2644176854715432,35.245,1.5205089608418134,33.685833333333335,2.085017803862709,-1.6107382550335607,-0.40760869565217006,lean,False,False,True,False
2011-03-01,39.0,4,2011,3,1,60,1.0,6.123233995736766e-17,36.65,34.8225,34.0725,33.125,37.63333333333333,1.2209968604928036,36.06625,2.0118795627473043,34.17541666666667,2.5738161076620973,6.412005457025925,17.735849056603772,lean,False,False,True,False
2011-04-01,45.725,4,2011,4,2,91,0.8660254037844387,-0.4999999999999998,39.0,37.25,33.25,30.9825,40.458333333333336,4.7099849610517275,38.14541666666666,3.9915130015655773,35.40395833333333,4.022168182021985,17.243589743589745,47.58331316065521,harvest_long,True,False,False,False
2011-05-01,51.65,4,2011,5,2,121,0.49999999999999994,-0.8660254037844387,45.725,36.65,35.425,31.875,45.458333333333336,6.329214669556858,40.849583333333335,6.492439914367106,37.051874999999995,6.006428197148487,12.957900492072163,62.03921568627451,harvest_long,True,False,False,False
2011-06-01,53.65,4,2011,6,2,152,1.2246467991473532e-16,-1.0,51.65,39.0,34.8225,30.5,50.34166666666666,4.12131148220248,43.987500000000004,7.472679405675089,38.98104166666666,7.291087060297241,3.8722168441432716,75.90163934426229,normal,False,False,False,True
2011-07-01,58.95,4,2011,7,3,182,-0.4999999999999997,-0.8660254037844388,53.65,45.725,37.25,33.0275,54.75,3.7722672227721294,47.604166666666664,8.708679817668544,41.14125,9.005433176951907,9.878844361602992,78.48762394973885,normal,False,False,False,True
2011-08-01,58.4725,4,2011,8,3,213,-0.8660254037844385,-0.5000000000000004,58.95,51.65,36.65,33.25,57.024166666666666,2.931851306484424,51.24125,7.719613615654666,43.243125,9.895646203174902,-0.8100084817642175,75.85714285714285,normal,False,False,False,True
2011-09-01,58.442499999999995,4,2011,9,3,244,-1.0,-1.8369701987210297e-16,58.4725,53.65,39.0,34.0725,58.62166666666667,0.2847403788269707,54.48166666666666,5.233931043361933,45.27395833333333,10.333490041119946,-0.05130616956689237,71.52395626971898,normal,False,False,False,True
2011-10-01,57.30666666666667,3,2011,10,4,274,-0.8660254037844386,0.5000000000000001,58.442499999999995,58.95,45.725,33.25,58.07388888888889,0.6646032302846941,56.41194444444444,3.030371294938358,47.27868055555555,10.120073402101978,-1.9435057250003398,72.35087719298248,harvest_short,False,True,False,False
2011-11-01,56.95333333333334,3,2011,11,4,305,-0.5000000000000004,0.8660254037844384,57.30666666666667,58.4725,51.65,35.425,57.5675,0.7780937354279525,57.29583333333333,1.9414005540105228,49.07270833333333,9.728316111188933,-0.616565844578871,60.771583156904285,harvest_short,False,True,False,False
2011-12-01,55.71,3,2011,12,4,335,-2.4492935982947064e-16,1.0,56.95333333333334,58.442499999999995,53.65,34.8225,56.65666666666667,0.8386563327403637,57.639166666666675,1.2133161628826938,50.81333333333333,8.768069013025205,-2.18307386164112,59.982769760930445,normal,False,False,False,True
2012-01-01,57.5625,4,2012,1,1,1,0.49999999999999994,0.8660254037844387,55.71,57.30666666666667,58.95,37.25,56.74194444444445,0.9441678925171789,57.407916666666665,1.0322223530385142,52.50604166666667,7.821145451748106,3.3252557889068375,54.530201342281885,lean,False,False,True,False
2012-02-01,53.525,4,2012,2,1,32,0.8660254037844386,0.5000000000000001,57.5625,56.95333333333334,58.4725,36.65,55.59916666666666,2.021030574566933,56.583333333333336,1.7430716024054518,53.91229166666667,6.020927351945058,-7.01411509229099,46.043656207366986,lean,False,False,True,False
2012-03-01,54.775,4,2012,3,1,61,1.0,6.123233995736766e-17,53.525,55.71,58.442499999999995,39.0,55.2875,2.0669648642395924,55.97208333333334,1.5977047556142105,55.226875,3.7706702898789657,2.335357309668379,40.44871794871794,lean,False,False,True,False
2012-04-01,56.4775,4,2012,4,2,92,0.8660254037844387,-0.4999999999999998,54.775,57.5625,57.30666666666667,45.725,54.92583333333334,1.4820179092488404,55.833888888888886,1.4915126239521228,56.12291666666666,2.297058299392789,3.1081697854860804,23.515582285401855,harvest_long,True,False,False,False
2012-05-01,55.730000000000004,4,2012,5,2,122,0.49999999999999994,-0.8660254037844387,56.4775,53.525,56.95333333333334,51.65,55.66083333333333,0.8533548988166314,55.629999999999995,1.3878949888234056,56.462916666666665,1.82909429000213,-1.3235359213846136,7.899322362052286,harvest_long,True,False,False,False
2012-06-01,57.8975,4,2012,6,2,153,1.2246467991473532e-16,-1.0,55.730000000000004,54.775,55.71,53.65,56.701666666666675,1.101000491977361,55.99458333333333,1.671460003011683,56.816875,1.6360577975102726,3.889287636820378,7.917054986020508,normal,False,False,False,True
2012-07-01,59.83,4,2012,7,3,183,-0.4999999999999997,-0.8660254037844388,57.8975,56.4775,57.5625,58.95,57.81916666666667,2.0511221522216627,56.3725,2.2522888358292716,56.890208333333334,1.755710240935986,3.337795241590738,1.4927905004240805,normal,False,False,False,True
2012-08-01,59.037499999999994,4,2012,8,3,214,-0.8660254037844385,-0.5000000000000004,59.83,55.730000000000004,53.525,58.4725,58.92166666666666,0.9714432990836249,57.29125,1.9643515151319653,56.93729166666666,1.8087744583105407,-1.3245863279291392,0.9662661935097657,normal,False,False,False,True
2012-09-01,59.3,4,2012,9,3,245,-1.0,-1.8369701987210297e-16,59.037499999999994,57.8975,54.775,58.442499999999995,59.38916666666666,0.4037042027704191,58.04541666666666,1.6482926140913137,57.00875,1.888813443606518,0.44463264874021236,1.4672541386833244,normal,False,False,False,True
2012-10-01,61.83,4,2012,10,4,275,-0.8660254037844386,0.5000000000000001,59.3,59.83,56.4775,57.30666666666667,60.05583333333333,1.542069091621555,58.9375,2.03342936931711,57.38569444444445,2.348973282948954,4.266441821247894,7.893206142391797,harvest_short,False,True,False,False
2012-11-01,61.955,4,2012,11,4,306,-0.5000000000000004,0.8660254037844384,61.83,59.037499999999994,55.730000000000004,56.95333333333334,61.02833333333333,1.49808488856091,59.974999999999994,1.6144960514047324,57.8025,2.6849974606389546,0.20216723273491832,8.782043778532115,harvest_short,False,True,False,False
2012-12-01,62.307500000000005,4,2012,12,4,336,-2.4492935982947064e-16,1.0,61.955,59.3,57.8975,55.71,62.030833333333334,0.24761781707821734,60.71,1.4775782551193475,58.352291666666666,2.8855524637120413,0.5689613429101869,11.842577634176994,normal,False,False,False,True
2013-01-01,61.05,4,2013,1,1,1,0.49999999999999994,0.8660254037844387,62.307500000000005,61.83,59.83,57.5625,61.770833333333336,0.6486636904703242,60.91333333333333,1.4148724913108663,58.64291666666666,2.973073828956414,-2.018216105605276,6.0586319218241,lean,False,False,True,False
2013-02-01,59.32,4,2013,2,1,32,0.8660254037844386,0.5000000000000001,61.05,61.955,59.037499999999994,53.525,60.892500000000005,1.499964582915623,60.96041666666667,1.3428313526531233,59.12583333333333,2.4990492131405304,-2.833742833742829,10.826716487622608,lean,False,False,True,False
2013-03-01,63.9,3,2013,3,1,60,1.0,6.123233995736766e-17,59.32,62.307500000000005,59.3,54.775,61.423333333333325,2.3127112516123933,61.72708333333333,1.5082095483281743,59.88625,2.44246208214757,7.720836142953471,16.659059790050208,lean,False,False,True,False
2013-04-01,62.349999999999994,4,2013,4,2,91,0.8660254037844387,-0.4999999999999998,63.9,61.05,61.83,56.4775,61.85666666666666,2.3295135400625084,61.81375,1.5300880285139202,60.37562500000001,2.280320233940746,-2.4256651017214463,10.397946084723998,harvest_long,True,False,False,False
2013-05-01,61.5125,4,2013,5,2,121,0.49999999999999994,-0.8660254037844387,62.349999999999994,59.32,61.955,55.730000000000004,62.5875,1.2113396509655074,61.74,1.5325803404721101,60.857499999999995,1.761266976820321,-1.3432237369687114,10.375919612417007,harvest_long,True,False,False,False
2013-06-01,60.5875,4,2013,6,2,152,1.2246467991473532e-16,-1.0,61.5125,63.9,62.307500000000005,57.8975,61.48333333333333,0.8816119233169275,61.45333333333334,1.565704048237805,61.08166666666667,1.5024515320176055,-1.5037593984962474,4.646141888682582,normal,False,False,False,True
2013-07-01,60.5,4,2013,7,3,182,-0.4999999999999997,-0.8660254037844388,60.5875,62.349999999999994,61.05,59.83,60.86666666666667,0.5610165624423058,61.36166666666667,1.6095276222134995,61.137499999999996,1.4636574673808171,-0.1444192283886917,1.1198395453785754,normal,False,False,False,True
2013-08-01,58.86,4,2013,8,3,213,-0.8660254037844385,-0.5000000000000004,60.5,61.5125,59.32,59.037499999999994,59.982499999999995,0.9730975028234586,61.285000000000004,1.7324873736918165,61.12270833333334,1.4875118251381014,-2.7107438016528937,-0.300656362481465,normal,False,False,False,True
2013-09-01,54.1575,4,2013,9,3,244,-1.0,-1.8369701987210297e-16,58.86,60.5875,63.9,59.3,57.839166666666664,3.2921728513756103,59.661249999999995,2.937727331629233,60.69416666666666,2.4740046973329823,-7.989296636085628,-8.67200674536256,normal,False,False,False,True
2013-10-01,58.1375,4,2013,10,4,274,-0.8660254037844386,0.5000000000000001,54.1575,60.5,62.349999999999994,61.83,57.05166666666667,2.5323214810396077,58.95916666666667,2.656543650435283,60.38645833333334,2.5484024537520122,7.348935973780185,-5.97202005498948,harvest_short,False,True,False,False
2013-11-01,58.730000000000004,4,2013,11,4,305,-0.5000000000000004,0.8660254037844384,58.1375,58.86,61.5125,61.955,57.00833333333333,2.486604528937933,58.49541666666667,2.346433153036321,60.11770833333333,2.537979121433963,1.0191356697484433,-5.205391009603735,harvest_short,False,True,False,False
2013-12-01,57.675000000000004,4,2013,12,4,335,-2.4492935982947064e-16,1.0,58.730000000000004,54.1575,60.5875,62.307500000000005,58.18083333333334,0.5288332282814756,58.01,2.117131904251897,59.73166666666666,2.5269100186642155,-1.7963562063681247,-7.434899490430526,normal,False,False,False,True
2014-01-01,58.59,4,2014,1,1,1,0.49999999999999994,0.8660254037844387,57.675000000000004,58.1375,60.5,61.05,58.33166666666667,0.5729819659767718,57.69166666666666,1.7854702928550512,59.52666666666667,2.5099640828049763,1.586475942782833,-4.029484029484019,lean,False,False,True,False
